STATE,YEAR,ENROLL,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,log_total_exp,log_federal_rev,log_state_rev,log_local_rev,log_instruction_exp,log_support_services_exp,log_other_exp,log_capital_outlay_exp
Delaware,2014,120623,1954374,133055,1137764,683555,1988535,1050647,582448,103583,171618,14.5029087446819,11.7985178555569,13.9445754907911,13.4350624000872,13.8649167228425,13.2749951900509,11.5481285026788,12.0530263556398
District of Columbia,2014,44942,1342220,134959,0,1207261,1313289,503349,375966,34409,399565,14.0880452356911,11.8127263075896,-Inf,14.0038647153116,13.1290390454664,12.8372539927515,10.4460734370499,12.8981317343329
Florida,2014,2708022,26077462,3112027,10460928,12504507,26523658,14542370,7948773,1788820,1468023,17.093547647405,14.9507848403353,16.163157731595,16.3415996972864,16.4925770154113,15.8885281350963,14.3970667425602,14.1994271556088
Georgia,2014,1699185,17821620,1804212,7837335,8180073,17668352,9635641,5197804,967343,1642099,16.6872855745248,14.4056344893299,15.8744094110701,15.9172116327445,16.0809793859,15.4637467866623,13.7823084168164,14.3114858595034
Hawaii,2014,186825,2696766,286988,2354601,55177,2504144,1386369,798677,145898,173200,14.7334575175358,12.5671956820209,14.6718818443267,10.9183014787688,14.1421986570643,13.5907118876961,11.8906630263977,12.0622022751105
Idaho,2014,281452,2084970,232593,1319582,532795,2012852,1108768,650395,109175,91323,14.5150631798127,12.3570454240309,14.0928255777464,13.1858920137799,13.9187600469725,13.3853351496093,11.6007073783538,11.4221579516153
Illinois,2014,2060632,31085621,2301827,11163462,17620332,31080869,16323537,10012961,975999,1999969,17.2521030431758,14.6492137133982,16.2281566818645,16.6845640205195,16.6081186119593,16.1193909117458,13.7912168408045,14.5086422384041
Indiana,2014,1007121,12399402,933891,7632238,3833273,11136045,5513142,3641179,526178,889924,16.2256977024965,13.7471150080453,15.8478916761104,15.1592295654111,15.522645254541,15.1078180882672,13.1733948375163,13.6988913448037
Iowa,2014,501763,6455928,455586,3247115,2753227,6541553,3266694,1853835,259833,801317,15.6936851570175,13.0293397813736,14.9932774677661,14.8282842362286,14.9992890222846,14.4327670243837,12.4677943959374,13.5940119030659
Kansas,2014,496034,5813985,419415,3265012,2129558,5957954,3033016,1657449,246811,813093,15.6002376915139,12.9466161621895,14.9987739960305,14.571425004415,14.9250680619618,14.320790231338,12.4163781405226,13.6086007731317
Kentucky,2014,686789,7229857,825742,3966872,2437243,7346219,3659917,2345545,454067,620745,15.80969631706,13.6240376550438,15.1934884327798,14.706378040398,15.1129510275248,14.6680283422413,13.0260000432276,13.3386756485655
Louisiana,2014,665441,8352703,1272004,3455315,3625384,8140649,4026042,2731011,409510,706668,15.9123804645302,14.0561041675314,15.0554241832422,15.1034707716951,15.2082943173182,14.8201824282764,12.9227166020015,13.4683162447708
Maine,2014,178709,2675648,182961,1032280,1460407,2550302,1369822,886844,109348,66571,14.7517223414947,12.1170282943573,13.8472805060531,14.1942257219595,14.1301913623558,13.6954243720924,11.6022907360428,11.1060243262635
Maryland,2014,865768,13982544,816033,6186736,6979775,13712839,7475952,4303895,367048,1131199,16.433843105229,13.612210074305,15.637918203488,15.758527239262,15.8272020269912,15.2750309846154,12.8132479086752,13.9387886901071
Massachusetts,2014,920558,16609204,791029,6587492,9230683,16518383,9407351,4969348,488065,1028761,16.6199844399105,13.5810899085303,15.7006832574098,16.0380436015745,16.0570019628975,15.4187992023443,13.0982038726867,13.8438657235043
Michigan,2014,1363533,18457253,1563397,10073758,6820098,17358365,8858564,5735894,831071,856907,16.6695850807334,14.2623715758718,16.1254443827637,15.7353843992179,15.996895232696,15.562254181314,13.6304705094177,13.6610846736051
Minnesota,2014,804580,11168633,630445,7603409,2934779,11300786,5986788,2803239,880403,1069928,16.2403828387857,13.3541811982269,15.8441072573185,14.8921427102832,15.6050655992254,14.8462860922987,13.6881350361707,13.8831019144544
Mississippi,2014,492421,4480105,664697,2243098,1572310,4463078,2279076,1521319,287150,316494,15.3113492204921,13.4070865767052,14.6233685040325,14.2680564335475,14.6392806556314,14.2350882796916,12.5677600062924,12.6650595630407
Missouri,2014,892992,10256615,895743,4267069,5093803,10324249,5243167,3183894,577580,919482,16.1500059580885,13.7054088204562,15.2664377326511,15.4435352608252,15.4724362630405,14.973615533935,13.2666022399225,13.7315657469785
Montana,2014,144034,1729712,201528,822788,705396,1754324,949120,570780,77193,121753,14.3775941554941,12.2136836085315,13.6204538523085,13.4665146262265,13.7632905184917,13.2547591254286,11.2540640583266,11.7097496812983
Nebraska,2014,307398,4005091,318179,1283012,2403900,4008633,2371149,1059275,175887,307828,15.2039608434083,12.6703693964792,14.0647209966328,14.6926029764343,14.6788852057554,13.8730952698152,12.0775970223663,12.6372964644107
Nevada,2014,435765,4203255,381596,2651854,1169805,4043820,2104452,1413964,170754,161354,15.2127003477461,12.852117736321,14.7907695759821,13.9723476262168,14.5595656586647,14.1619076654257,12.0479792032201,11.9913559880002
New Hampshire,2014,184846,3042994,161989,1003995,1877010,2960615,1682021,913353,75750,87603,14.9009075749893,11.9952837106746,13.8194975991417,14.445190643205,14.3355066045738,13.724877722311,11.2351937233716,11.3805705229134
New Jersey,2014,1335350,28454548,1142878,11047025,16264645,27742203,14956606,9205196,1273398,895858,17.1384653857034,13.9490602004223,16.2176717189097,16.6045042916446,16.5206636331136,16.0352786651983,14.0571994759654,13.7055371972546
New Mexico,2014,326637,3601387,466320,2505492,629575,3576216,1709599,1088329,147184,562323,15.0898158161359,13.0526273727194,14.7339956804014,13.352800267546,14.3517693980548,13.9001540503934,11.8994387837169,13.2398316968761
New York,2014,2619312,61337112,3347393,24830862,33158857,62556193,40168920,15381372,1515933,4060304,17.9515757987691,15.0236923918843,17.027597872951,17.3168204183972,17.5086041202384,16.5486677248251,14.2315416489572,15.2167684056221
North Carolina,2014,1441391,13462754,1529624,7849343,4083787,13540706,7573296,4015292,747335,609013,16.4212109658911,14.2405325115328,15.8759403919885,15.2225353021563,15.8401389335595,15.2056206299912,13.5242688240953,13.3195948929338
North Dakota,2014,103272,1568997,155894,901032,512071,1597210,758669,422005,100586,239992,14.2837689151083,11.9569315680961,13.711296052053,13.1462185662826,13.5393208611267,12.9527724412892,11.5187683619535,12.3883608684352
Ohio,2014,1601566,23297509,1692769,9492461,12112279,21847582,11350255,7111920,898844,1546152,16.8996008097666,14.341876207624,16.0660084625729,16.3097302894007,16.2447507685997,15.7772828075187,13.7088647722562,14.2512798215372
Oklahoma,2014,670069,6034336,690122,2983860,2360354,6026661,2833650,2033459,404999,687788,15.6117036839943,13.4446236725383,14.9087283223151,14.6743221657529,14.8570761912531,14.5252488418444,12.9116398769498,13.4412359298959
Oregon,2014,566538,6621363,521463,3393147,2706753,6453635,3437466,2151154,242975,311077,15.6801540959198,13.1643936017209,15.0372683673195,14.8112603195128,15.050245129999,14.5815150002943,12.4007138363717,12.6477957489409
Pennsylvania,2014,1605292,29068069,1812609,10272392,16983068,28620630,15352999,7889064,1163079,1566997,17.1696383444289,14.4102778018338,16.1449704661775,16.6477274056829,16.5468213875072,15.8809880546061,13.9665813569668,14.26467160685
Rhode Island,2014,135084,2313010,186551,867512,1258947,2258076,1277445,782773,92710,37897,14.6300236812298,12.1364599391281,13.6733846235605,14.0457862152381,14.0603725472956,13.5705980223405,11.437231620601,10.5426272322647
South Carolina,2014,729386,8417698,812536,3902923,3702239,8452743,4035914,2747427,430577,862750,15.9500015620418,13.6079154998968,15.1772363175541,15.1244483297292,15.2107433520026,14.8261753952982,12.9728814486447,13.6678802409602
South Dakota,2014,130653,1345549,186216,413544,745789,1355439,696235,413254,68154,146035,14.1196359450639,12.1346625692419,12.932519196491,13.5221979973556,13.4534425260059,12.9318176950073,11.1295251294595,11.8916015979882
Tennessee,2014,992583,9237782,1095377,4315952,3826453,9432883,5296570,2805578,536241,549104,16.0597123342899,13.9066091542152,15.2778284838896,15.1574488223918,15.4825699992063,14.8471201363174,13.1923389658667,13.216043137888
Texas,2014,4949469,52776853,5643178,20510815,26622860,53096761,25364709,14803918,2682490,5766846,17.7876264862349,15.545957939959,16.8364628659729,17.0972808031767,17.0488693564156,16.5104024334293,14.8022560256142,15.5676358685823
Utah,2014,570423,4405929,385210,2363055,1657664,4385896,2336613,1139969,302794,490911,15.2939044958685,12.8615439191091,14.6754658313954,14.3209199403406,14.6642130028892,13.9465116270185,12.6208079852897,13.1040181276175
Vermont,2014,87990,1895044,102434,1495453,297157,1876197,955495,553032,59714,56780,14.4447574136961,11.5369739677274,14.2179397289421,12.6020158976434,13.7699848097864,13.2231711450147,10.9973217777511,10.946939430027
Virginia,2014,1273211,15347862,1009659,5994897,8343306,15690444,8464947,4964725,619387,1041633,16.568562422588,13.8251232080473,15.606419165312,15.9369700986658,15.9514443124548,15.4178684662135,13.336485558248,13.8563002319622
Washington,2014,1057773,13040197,1030232,7833024,4176941,12806300,6267816,4035948,549588,1525815,16.3654477953053,13.8452945775609,15.8738592003049,15.2450897184095,15.6509385265709,15.210751776329,13.2169241855908,14.2380392514983
West Virginia,2014,280265,3514889,351957,2033948,1128984,3499873,1823665,1147776,222824,286099,15.068237240087,12.7712642880273,14.5254892898754,13.9368286711979,14.4163587704677,13.9533367148717,12.3141375011621,12.5640931837507
Wisconsin,2014,865119,11330253,830568,5709579,4790106,11255186,5685955,3616770,498431,767074,16.2363395581749,13.6298650830702,15.5576558486163,15.3820630985786,15.5535096569866,15.1010919203031,13.119220443558,13.5503385554869
Wyoming,2014,92732,1772633,112709,965213,694711,1775999,865932,555761,50715,287977,14.389873639471,11.6325645548696,13.7801040813535,13.4512512107286,13.6715616625216,13.228093624703,10.8339770038101,12.5706358948179
Alabama,2015,734974,7360222,795238,4080167,2484817,7501799,3817479,2414860,594283,510091,15.8306534164098,13.5863967199031,15.2216484769152,14.7257095729501,15.1551008150775,14.6971518723739,13.295110915864,13.1423444201561
Alaska,2015,130755,2920986,344111,2026555,550320,2968341,1484610,1068849,92766,281914,14.9035137688531,12.7487195587259,14.521847865072,13.2182552061999,14.210662669464,13.882092926522,11.4378354723306,12.5493573388701
Arizona,2015,944978,8230507,1093834,3232013,3904660,7902600,3846357,2880184,478876,497662,15.8827023772152,13.905199513705,14.9886157208923,15.1776812696036,15.162637024536,14.8733647389602,13.0791969702284,13.1176764107162
Arkansas,2015,479682,5308625,581412,4075118,652095,5350543,2620399,1772639,290396,511556,15.492708609049,13.2732149067288,15.2204102612931,13.3879455358162,14.7788371542187,14.387979954624,12.5790007877332,13.145212340297
California,2015,6226523,78248042,7556365,42360470,28331207,78365958,38951948,23501848,3754315,6373893,18.1769001818409,15.8379008124188,17.5617261740089,17.1594744759115,17.4778393418674,16.9725896143204,15.1384164031038,15.6677209868715
Colorado,2015,872320,9648297,715254,4354525,4578518,9557682,4578938,3170482,397263,923360,16.0728557870081,13.4803930033469,15.2867260922857,15.3368859229408,15.3369776514733,14.9693941847681,12.8923538088478,13.7357744699448
Connecticut,2015,505366,11099837,444073,4353546,6302218,10542667,6006275,3233901,362941,530491,16.1709411051224,13.0037442423142,15.2865012434061,15.656412192894,15.608315314023,14.9891997064057,12.8019955656016,13.181558271765
Delaware,2015,121845,2017075,137544,1142333,737198,1975093,1072395,583951,122741,103129,14.4961260438163,11.8316991448997,13.9485832203882,13.5106117918061,13.8854050228937,13.2775723541806,11.7178317232131,11.5437359107635
District of Columbia,2015,46155,1382282,146366,0,1235916,1360942,557345,379854,41841,381902,14.1236876650018,11.8938656131002,-Inf,14.0273229535253,13.2309397167539,12.8475422473485,10.6416319990268,12.8529193101729
Florida,2015,2743641,26971491,3118041,10661586,13191864,27277049,14931173,8186082,1816178,1681665,17.1215562106015,14.9527154779682,16.1821577461231,16.3951108338901,16.5189617330735,15.9179459530867,14.4122448509611,14.335294932021
Georgia,2015,1717805,18584666,1831221,8310872,8442573,18501103,10081483,5324072,996277,1879063,16.7333409098929,14.4204935154446,15.9330750951411,15.9487976779323,16.1262109328018,15.4877489820721,13.8117806103504,14.4462838063061
Hawaii,2015,182384,2703683,259390,2381547,62746,2521004,1377713,835930,145560,161801,14.7401677928408,12.4660879996202,14.6832608344892,11.0468501099423,14.1359354360047,13.6363001565037,11.8883436517261,11.9941224640571
Idaho,2015,274131,2167967,232449,1381205,554313,2029520,1130814,663005,108684,75680,14.5233098698565,12.356426125109,14.138466864532,13.2254847881367,13.9384482853404,13.4045378106177,11.5961998681629,11.2342692037258
Illinois,2015,2047123,32096832,2262192,11858968,17975672,32410033,17313173,10279691,992075,2056951,17.2939785933215,14.6318448126927,16.2885949325708,16.7045298461299,16.6669782148025,16.1456807591738,13.8075539882478,14.5367353472527
Indiana,2015,1004215,12456571,929878,7676341,3850352,11378564,5537406,3712136,547516,948358,16.2472417924086,13.7428086737285,15.8536535593023,15.1636751306561,15.5270367180221,15.1271180101481,13.2131469639901,13.762487347081
Iowa,2015,505311,6714410,458457,3460798,2795155,6772654,3383909,1912222,262267,842674,15.7284035917009,13.0356217822021,15.0570097562797,14.8433981192054,15.0345421080937,14.46377647464,12.4771183477991,13.6443354480746
Kansas,2015,496920,5991731,475273,3967809,1548649,6175724,3051755,1692953,250584,963767,15.636136680569,13.0716446547609,15.1937246111477,14.2528934959168,14.9312273929349,14.3419848993596,12.4315494726381,13.7786048431334
Kentucky,2015,688475,7548871,848963,4176753,2523155,7554887,3807748,2417226,468694,600859,15.837705196595,13.6517708836607,15.2450447083816,14.741020660536,15.152548496233,14.6981311596586,13.0577053824634,13.3061155770073
Louisiana,2015,661015,8448743,1235580,3480365,3732798,8437263,4100906,2774314,416066,780338,15.9481685248795,14.0270510534274,15.0626477313081,15.1326686444583,15.2267184828728,14.8359140673947,12.9385991805054,13.5674824381373
Maine,2015,176176,2739589,183883,1060925,1494781,2596180,1406898,910381,109541,55686,14.7695516918446,12.1220549647751,13.8746517270674,14.2174902657822,14.1568978387992,13.7216184721891,11.6040541873813,10.9274840478234
Maryland,2015,874108,14491642,819162,6267624,7404856,13882823,7686024,4358416,386104,1050651,16.4461628785299,13.6160371454727,15.650907893422,15.8176465591749,15.8549141726626,15.2876192465625,12.863862042209,13.8649205300131
Massachusetts,2015,916130,16985185,778939,6808436,9397810,16972319,9774884,5043032,497880,1034539,16.6470942807912,13.565688016267,15.7336729894879,16.0559872413731,16.0953267967576,15.433518046468,13.1181143631149,13.8494664748288
Michigan,2015,1345009,19025996,1582706,10510346,6932944,17742903,9040821,5839572,831874,967476,16.6914961629461,14.2746465983043,16.1678706633388,15.7517951005806,16.0172605468287,15.5801680644475,13.6314362660271,13.7824458973768
Minnesota,2015,807044,11684249,629909,7567199,3487141,11969872,6257807,2933999,893322,1328863,16.2979033840768,13.3533306434902,15.8393335437318,15.0645927607451,15.6493403622113,14.8918768968534,13.7027023771713,14.0998342473554
Mississippi,2015,490189,4592343,672366,2324855,1595122,4624539,2350872,1525340,285117,407791,15.346887248285,13.4185581140983,14.6591682294674,14.2824607803042,14.670296881123,14.2377278939935,12.5606549013237,12.918510067237
Missouri,2015,892779,10623391,948600,4441091,5233700,10540353,5387766,3266781,615166,869078,16.1707215919778,13.7627424924256,15.3064106249447,15.4706290428903,15.4996413857252,14.9993156543602,13.3296474290663,13.6751881585624
Montana,2015,144447,1804339,214980,851068,738291,1804841,940488,581694,80426,160885,14.4059830572264,12.2783002795271,13.6542473103561,13.5120933348064,13.7541541684712,13.2736998152505,11.2950927859746,11.9884451030287
Nebraska,2015,312281,4248695,344382,1350116,2554197,4283846,2446701,1102622,183067,449287,15.2703617621912,12.7495067853615,14.1157010726491,14.7532484465076,14.7102511445217,13.9132015377774,12.1176074850365,13.0154171607425
